name_1,name_2,one_city,us_state,user_trns_count,user_amount_mean,user_amount_median,user_amount_std,user_amount_min,user_amount_max,user_first_time,user_last_time,user_active_days,user_trns_per_day
Chris,Dixon,Williams,IN,296,4.550563799123895,76.11,81.89512851597716,28.32,519.33,2019-01-05 15:07:00,2020-03-09 23:24:00,429,0.6899766899766899
Chris,White,Bessemer,AL,1540,4.323193279942225,39.69,337.1109364510537,1.01,10525.07,2019-01-01 13:01:00,2020-03-09 16:39:00,433,3.556581986143187
Christian,Johns,Lonsdale,MN,1252,3.937063878104537,33.865,75.33336660150988,1.03,1227.92,2019-01-01 14:28:00,2020-03-10 14:10:00,433,2.8914549653579678
Christian,Roman,Grand Junction,TN,950,4.556458818714103,77.565,83.57933960026755,26.23,598.62,2019-01-01 05:04:00,2020-03-10 15:08:00,434,2.1889400921658986
Christie,Mendoza,Monitor,WA,330,4.2550073256645815,36.355000000000004,137.75363873142786,1.11,1401.44,2019-01-03 01:16:00,2020-03-09 15:58:00,431,0.765661252900232
Christie,Williamson,Avoca,IA,1187,4.110932696533281,31.3,176.43814416708744,1.01,3373.42,2019-01-01 01:11:00,2020-03-10 15:53:00,434,2.7350230414746544
Christina,Eaton,Eldridge,AL,936,4.15128450886333,33.59,162.219984885953,1.04,3457.35,2019-01-01 08:21:00,2020-03-10 14:55:00,434,2.1566820276497696
Christina,Moore,West Finley,PA,279,4.285544845864618,59.89,65.16444737452385,1.02,413.86,2019-01-02 17:18:00,2020-03-09 18:11:00,432,0.6458333333333334
Christina,Nelson,Bynum,TX,306,4.087016579766229,35.61,84.12873949523494,1.02,744.36,2019-01-02 05:04:00,2020-03-10 15:44:00,433,0.7066974595842956
Christina,Norris,Claypool,IN,6,6.800348226150524,899.4849999999999,92.94790906739105,796.63,1008.16,2019-03-15 23:11:00,2019-03-16 23:12:00,1,6.0
Christina,Rose,Falls Church,VA,615,4.490997697624929,54.95,124.2736520066069,1.02,1445.48,2019-01-01 12:24:00,2020-03-09 05:34:00,432,1.4236111111111112
Christine,Best,Enola,AR,1222,4.165453741576043,38.33,107.90588573139537,1.01,1200.08,2019-01-01 00:37:00,2020-03-10 11:56:00,434,2.815668202764977
Christine,Burns,Comfort,WV,925,4.155756918209593,38.72,97.57315468233044,1.01,1113.12,2019-01-01 03:50:00,2020-03-09 11:24:00,433,2.136258660508083
Christine,Davis,Humboldt,AZ,309,4.250778809330348,33.2,155.18453419999386,1.03,1929.43,2019-01-01 07:03:00,2020-03-10 14:55:00,434,0.7119815668202765
Christine,Harris,Hinesburg,VT,1878,3.9342091416804825,23.125,118.257431025847,1.02,2325.29,2019-01-01 01:01:00,2020-03-10 15:01:00,434,4.3271889400921655
Christine,Johnson,Blairsden-Graeagle,CA,627,4.1750632773957275,40.83,107.12040556981711,1.06,2060.15,2019-01-01 04:23:00,2020-03-09 17:17:00,433,1.4480369515011546
Christine,Johnson,Georgetown,DE,6,6.016348198359876,288.255,417.19261649346896,10.93,960.49,2019-04-28 02:33:00,2019-04-29 23:51:00,1,6.0
Christine,Leblanc,Deltona,FL,633,4.573955330783027,55.66,124.48338852966373,1.14,1060.16,2019-01-03 16:56:00,2020-03-10 13:32:00,431,1.468677494199536
Christine,Shaffer,Loami,IL,326,4.195320941706578,39.835,138.261232632564,1.02,1415.55,2019-01-01 18:51:00,2020-03-05 10:15:00,428,0.7616822429906542
Christopher,Adkins,Lorenzo,TX,312,4.488177462952402,75.5,73.78229851544975,23.95,574.09,2019-01-07 08:01:00,2020-03-10 11:15:00,428,0.7289719626168224
Christopher,Carr,Lakeland,FL,630,4.357793504798808,51.56,129.4885016881141,1.03,1461.6,2019-01-02 22:28:00,2020-03-10 16:00:00,432,1.4583333333333333
Christopher,Castaneda,High Rolls Mountain Park,NM,1232,4.19530543799326,38.06,149.52772643345284,1.0,3426.28,2019-01-01 00:09:00,2020-03-10 13:47:00,434,2.838709677419355
Christopher,Choi,Rumely,MI,620,4.621316865832881,75.915,114.6807691963685,10.08,959.27,2019-01-01 00:47:00,2020-03-10 11:09:00,434,1.4285714285714286
Christopher,Contreras,Beaver Falls,PA,7,6.286763962370278,304.86,452.9211476783633,9.84,1106.38,2019-11-02 00:45:00,2019-11-03 23:29:00,1,7.0
Christopher,Cummings,Sprague,NE,320,4.649735664919062,40.495,805.2127795137725,1.06,14407.25,2019-01-01 17:19:00,2020-03-10 00:13:00,433,0.7390300230946882
Christopher,Farrell,Haines City,FL,626,4.182961367960945,37.879999999999995,216.09224534924246,1.01,5014.53,2019-01-03 22:59:00,2020-03-10 14:18:00,431,1.4524361948955917
Christopher,Gilbert,Washington,DC,947,4.26470082683829,50.51,187.98790087833535,1.03,5066.96,2019-01-01 00:23:00,2020-03-09 08:49:00,433,2.187066974595843
Christopher,Gomez,Tickfaw,LA,613,4.29870353881119,55.04,118.37625011887498,1.04,1335.17,2019-01-01 05:48:00,2020-03-10 15:05:00,434,1.412442396313364
Christopher,Gregory,Wauchula,FL,612,3.9329057233161264,36.09,76.68482605310781,1.01,1035.15,2019-01-01 10:52:00,2020-03-10 09:37:00,433,1.4133949191685913
Christopher,Grimes,Grantham,NH,635,4.183976038310508,43.68,99.39894629409383,1.06,980.37,2019-01-02 00:23:00,2020-03-10 12:29:00,433,1.466512702078522
Christopher,Henry,Armonk,NY,603,4.784554874979448,46.84,1122.441480594267,1.02,27390.12,2019-01-03 10:43:00,2020-03-10 04:47:00,431,1.3990719257540603
Christopher,Holt,Parks,AZ,623,4.213000648678201,43.28,120.92013765452302,1.01,1822.92,2019-01-01 00:56:00,2020-03-10 11:06:00,434,1.435483870967742
Christopher,Horn,Mallie,KY,1240,4.105917790305711,40.195,99.89162708217683,1.02,2237.68,2019-01-01 02:47:00,2020-03-10 08:03:00,434,2.857142857142857
Christopher,Johnson,Greenville,OH,606,4.119998637919491,39.605,157.39803000999132,1.04,3144.69,2019-01-05 18:28:00,2020-03-08 19:07:00,428,1.4158878504672898
Christopher,Luna,Laredo,TX,916,4.207965300427515,37.45,195.93828123299366,1.03,3573.53,2019-01-01 04:00:00,2020-03-10 06:43:00,434,2.110599078341014
Christopher,Matthews,Etlan,VA,322,4.530480104642352,74.815,85.02421027568795,27.02,654.5,2019-01-01 00:57:00,2020-03-10 09:56:00,434,0.7419354838709677
Christopher,Miller,Varnell,GA,906,4.141724783732069,40.67,93.9505979552535,1.02,1234.76,2019-01-01 20:45:00,2020-03-10 14:22:00,433,2.092378752886836
Christopher,Odom,Richland,NJ,297,4.49865374624099,77.09,74.40078082614328,29.43,573.15,2019-01-01 20:25:00,2020-03-10 05:03:00,433,0.6859122401847575
Christopher,Ortega,Princeton,IA,921,4.073831954393461,37.57,84.34109232932676,1.02,1203.52,2019-01-01 01:14:00,2020-03-10 11:28:00,434,2.122119815668203
Christopher,Patterson,Timberville,VA,918,4.437585390112657,45.67,345.8051335863878,1.02,7110.1,2019-01-01 01:25:00,2020-03-10 14:43:00,434,2.1152073732718892
Christopher,Raymond,West Chazy,NY,309,4.313282085334403,41.72,139.7250393004214,1.07,1180.02,2019-01-01 01:36:00,2020-03-09 05:21:00,433,0.7136258660508084
Christopher,Rodgers,Fenelton,PA,928,4.514717038664204,76.215,77.67819922000193,22.26,609.57,2019-01-01 13:32:00,2020-03-10 15:18:00,434,2.1382488479262673
Christopher,Sheppard,Bristow,IN,620,4.5654836353171016,77.32,84.5111334824218,23.85,618.72,2019-01-01 02:52:00,2020-03-09 18:42:00,433,1.4318706697459584
Christopher,White,Clutier,IA,305,3.9732451728830562,35.0,63.37560436975807,1.1,515.48,2019-01-01 02:23:00,2020-03-10 07:01:00,434,0.7027649769585254
Christopher,Wilson,Ashland,KY,7,6.495142544487077,719.08,373.9719638523978,266.59,1135.74,2019-04-28 22:41:00,2019-04-29 23:12:00,1,7.0
Claire,Davis,Cherokee Village,AR,924,4.5149945399707505,56.22,122.77686328951032,1.06,1176.2,2019-01-01 02:51:00,2020-03-10 12:20:00,434,2.129032258064516
Cody,Blake,Houston,TX,6,6.314227163450904,737.475,429.1003074690113,9.02,947.47,2019-01-29 00:36:00,2019-01-29 23:42:00,1,6.0
Cody,Dean,West Bethel,ME,289,4.158462904266349,40.55,97.26226911318668,1.02,913.21,2019-01-09 11:58:00,2020-03-10 03:24:00,425,0.68
Cody,Hooper,Lepanto,AR,309,4.236563031787726,40.22,142.0036882669193,1.18,1717.81,2019-01-03 14:44:00,2020-03-09 09:25:00,430,0.7186046511627907
Cody,Miller,Mooresville,NC,909,4.155615236006516,48.76,114.84392434431527,1.01,2508.17,2019-01-01 06:53:00,2020-03-10 10:09:00,434,2.0944700460829493
Colleen,Morris,Mount Vernon,NY,7,6.697399260406307,817.64,235.63233060972647,314.36,1010.74,2019-02-25 22:55:00,2019-02-26 23:27:00,1,7.0
Collin,Brown,Du Pont,GA,325,4.747372492732035,76.38,150.27978015594414,23.12,1074.66,2019-01-01 19:31:00,2020-03-08 11:22:00,431,0.7540603248259861
Connie,Carroll,Duncan,MS,622,4.156651394833491,38.97,111.09727118179596,1.02,1618.02,2019-01-01 14:51:00,2020-03-09 17:05:00,433,1.4364896073903002
Connor,Grant,Northport,NY,315,3.9311207469401834,36.54,69.4176209205089,1.13,661.84,2019-01-01 05:41:00,2020-03-10 15:00:00,434,0.7258064516129032
Corey,Jones,West Decatur,PA,647,4.089280240329211,39.27,77.26727404346403,1.03,924.97,2019-01-01 14:59:00,2020-03-10 03:02:00,433,1.4942263279445727
Cory,Thomas,Williamsburg,MO,327,4.7100397554634865,77.75,128.28666939582845,23.35,987.16,2019-01-03 12:40:00,2020-03-09 06:01:00,430,0.7604651162790698
Craig,Dunn,New Boston,IL,1288,4.602722394452648,76.72999999999999,94.87468217841318,21.67,627.69,2019-01-03 05:51:00,2020-03-10 12:54:00,432,2.9814814814814814
Craig,Franco,Smithfield,IL,331,4.61204979041154,74.76,116.19949358184441,6.02,936.54,2019-01-01 03:57:00,2020-03-09 12:31:00,433,0.7644341801385681
Cristian,Jones,Wilmette,IL,1281,4.176228604883033,39.46,173.7872390488115,1.03,4399.61,2019-01-01 09:11:00,2020-03-09 23:33:00,433,2.9584295612009237
Crystal,Fuller,Issaquah,WA,1588,4.493241618295588,52.135000000000005,151.6059574447391,1.0,3066.61,2019-01-01 20:04:00,2020-03-10 10:51:00,433,3.66743648960739
Crystal,Gamble,Philadelphia,PA,1876,4.533112521538106,55.94499999999999,144.02009476936365,1.06,2447.75,2019-01-01 01:49:00,2020-03-10 15:06:00,434,4.32258064516129
Curtis,Young,Falconer,NY,1235,4.035362863010895,36.58,125.55647683130691,1.01,2754.99,2019-01-01 13:07:00,2020-03-10 08:58:00,433,2.852193995381062
Cynthia,Davis,Sixes,OR,658,4.136247795700987,36.55,108.8690385321706,1.07,1555.17,2019-01-01 01:23:00,2020-03-10 09:04:00,434,1.5161290322580645
Dakota,Fowler,Mountain City,TN,7,6.528982872544336,857.34,365.9215238466927,9.47,994.0,2019-04-03 02:07:00,2019-04-04 15:31:00,1,7.0
Dakota,Maldonado,Pelham,NC,645,4.247946475779329,50.33,117.17801555709745,1.01,2099.47,2019-01-01 05:12:00,2020-03-10 05:27:00,434,1.4861751152073732
Dale,Smith,Purmela,TX,930,4.224094103873274,39.769999999999996,135.6430840494113,1.03,2055.34,2019-01-01 14:13:00,2020-03-10 11:43:00,433,2.147806004618938
Dalton,Jones,Afton,MI,633,4.091126118441579,40.14,88.90302989019096,1.07,1093.9,2019-01-01 02:59:00,2020-03-10 05:52:00,434,1.4585253456221199
Daniel,Boyd,Egan,LA,1307,4.6058557963511735,76.26,98.66197732453772,13.49,859.99,2019-01-01 11:41:00,2020-03-10 15:04:00,434,3.011520737327189
Daniel,Briggs,Moriarty,NM,1528,4.201190557777772,39.565,201.4192882347955,1.09,5695.02,2019-01-01 10:14:00,2020-03-10 15:31:00,434,3.52073732718894
Daniel,Cain,Belmond,IA,927,4.287831973224236,46.11,248.63826221636364,1.0,6879.83,2019-01-01 09:32:00,2020-03-10 05:26:00,433,2.140877598152425
Daniel,Escobar,Romulus,MI,1524,4.18937792013091,40.265,156.40641604043114,1.0,4084.34,2019-01-01 17:39:00,2020-03-10 13:18:00,433,3.5196304849884528
Daniel,Graham,Arvada,CO,294,4.168927073529774,35.345,114.34422559552972,1.05,946.78,2019-01-01 13:27:00,2020-03-09 19:43:00,433,0.6789838337182448
Daniel,Hernandez,Greenport,NY,7,6.622187161029427,927.18,359.82818009499505,11.98,1036.91,2019-02-09 01:24:00,2019-02-10 23:41:00,1,7.0
Daniel,Jones,Huntsville,AL,603,4.159533006856585,54.43,85.8714854855851,1.02,1139.57,2019-01-01 15:31:00,2020-03-10 13:02:00,433,1.3926096997690531
Daniel,Martinez,Kent,OR,634,4.142723796245001,39.195,90.80973803098706,1.04,916.5,2019-01-01 04:00:00,2020-03-09 19:12:00,433,1.464203233256351
Daniel,Melton,Marion,CT,650,4.181193639717094,41.405,101.35243299550382,1.01,1123.9,2019-01-01 12:33:00,2020-03-10 14:26:00,434,1.4976958525345623
Daniel,Owens,Howells,NE,915,4.229387380373403,41.47,185.78030548641271,1.14,4976.59,2019-01-02 06:39:00,2020-03-10 06:49:00,433,2.113163972286374
Danielle,Allen,Loving,NM,305,4.193094423111646,41.77,93.55136288448873,1.05,1064.71,2019-01-05 03:38:00,2020-03-10 10:47:00,430,0.7093023255813954
Danielle,Evans,Breesport,NY,1235,4.287872102640838,33.47,355.85057529017683,1.01,10926.44,2019-01-01 05:32:00,2020-03-10 16:07:00,434,2.845622119815668
Danielle,Hayden,Gregory,AR,611,4.285079661880981,40.75,166.77885917495772,1.01,2823.41,2019-01-01 05:39:00,2020-03-09 22:21:00,433,1.4110854503464203
Danielle,Schaefer,Norfolk,VA,7,6.352069259382562,738.74,284.71457446763367,221.78,839.06,2019-09-13 00:00:00,2019-09-14 22:52:00,1,7.0
Danielle,Walker,Powell Butte,OR,317,4.082323598024551,37.53,102.78432665285386,1.05,1108.33,2019-01-01 06:25:00,2020-03-09 04:59:00,432,0.7337962962962963
Danielle,Yu,Thrall,TX,1861,4.029279064833803,31.19,108.36893748828376,1.03,1816.75,2019-01-01 06:29:00,2020-03-09 23:33:00,433,4.297921478060046
David,Bonilla,West Green,GA,610,4.506983150688955,76.0,73.98361867010007,26.7,596.03,2019-01-01 15:07:00,2020-03-10 12:32:00,433,1.4087759815242493
David,Campbell,Washington,DC,322,4.257923152648157,45.12,129.7649811741054,1.04,999.76,2019-01-01 12:43:00,2020-03-04 13:49:00,428,0.7523364485981309
David,Cole,Springfield,GA,639,4.193929747271286,52.01,118.79734838897477,1.01,2216.22,2019-01-01 02:02:00,2020-03-10 09:37:00,434,1.4723502304147464
David,Erickson,East Rochester,NY,309,4.31082605753951,46.36,127.81719247450593,1.07,956.59,2019-01-04 05:12:00,2020-03-09 18:41:00,430,0.7186046511627907
David,Everett,Morrisdale,PA,1234,4.044817599130321,34.64,93.86698774141473,1.01,1212.2,2019-01-01 09:37:00,2020-03-09 19:41:00,433,2.8498845265588915
David,Hughes,Omaha,NE,322,4.418075142411501,31.015,320.06112056740255,1.09,5027.6,2019-01-05 14:58:00,2020-03-10 13:43:00,429,0.7505827505827506
David,Kirby,Lolita,TX,964,4.198939432150931,39.335,106.51115062751487,1.03,1032.1,2019-01-01 14:02:00,2020-03-10 14:00:00,433,2.2263279445727484
David,Lewis,Arlington,VA,953,4.2065983683495105,36.01,241.63805998978413,1.0,5886.3,2019-01-01 12:09:00,2020-03-09 20:26:00,433,2.2009237875288683
David,Miller,Hancock,MD,1505,4.218758059399687,40.2,194.44052017532775,1.0,3878.7,2019-01-01 12:50:00,2020-03-10 13:55:00,434,3.467741935483871
David,Nichols,Palmdale,CA,300,4.142705004444651,39.43,121.67736520847176,1.0,1660.96,2019-01-02 14:25:00,2020-03-10 10:52:00,432,0.6944444444444444
David,Rodriguez,Muskegon,MI,1567,4.076302432839986,33.63,196.85108434226592,1.03,6818.74,2019-01-01 02:20:00,2020-03-10 15:49:00,434,3.610599078341014
David,Rogers,Summerfield,NC,314,4.004711918317285,47.584999999999994,52.12583733589022,1.15,390.07,2019-01-02 00:36:00,2020-03-04 15:05:00,427,0.7353629976580797
David,Santiago,Downey,CA,5,6.4125897270372665,770.45,429.13333149500284,10.1,988.92,2019-05-20 03:02:00,2019-05-21 23:14:00,1,5.0
David,Serrano,Zaleski,OH,924,4.569328778190274,76.435,89.82239248631332,24.08,600.09,2019-01-01 09:01:00,2020-03-10 13:39:00,434,2.129032258064516
David,Thomas,Webster City,IA,299,4.273745190588391,49.81,126.22002396210075,1.12,1026.61,2019-01-01 19:25:00,2020-03-09 14:40:00,432,0.6921296296296297
David,Vasquez,Parker Dam,CA,316,4.578038985368782,75.67500000000001,105.56257743962206,23.17,1189.69,2019-01-01 10:08:00,2020-03-09 22:05:00,433,0.7297921478060047
David,White,Jackson,MS,294,3.9424175985804957,38.6,56.3175111936548,1.02,475.99,2019-01-06 03:23:00,2020-03-10 13:32:00,429,0.6853146853146853
David,Wolfe,Southfield,MI,1276,3.9764287787268997,35.114999999999995,97.28309445419242,1.01,1909.33,2019-01-01 10:15:00,2020-03-10 06:04:00,433,2.9468822170900695
Dawn,Cox,Hills,MN,308,4.1829820964597735,30.235,212.6045792430985,1.06,3439.51,2019-01-01 15:38:00,2020-03-09 17:11:00,433,0.7113163972286374
Dawn,Gray,Topeka,KS,1505,3.8909906096519986,23.89,102.28239086328524,1.02,1678.0,2019-01-01 12:29:00,2020-03-10 15:49:00,434,3.467741935483871
Dawn,Stephens,Oran,IA,621,4.073701936493311,39.44,152.90825580606088,1.05,3430.61,2019-01-01 17:51:00,2020-03-10 14:25:00,433,1.4341801385681294
Dawn,Tucker,Houston,TX,1580,4.433322547728889,52.815,122.77792214814639,1.05,2713.44,2019-01-01 17:03:00,2020-03-09 23:45:00,433,3.648960739030023
Debbie,Hughes,Diamond,OH,1218,4.568692190901192,53.75,315.10177993960326,1.01,9999.39,2019-01-01 04:06:00,2020-03-10 03:11:00,433,2.812933025404157
Debbie,Payne,Preston,CT,320,4.56034376517344,53.235,148.05819590617457,1.08,1456.24,2019-01-04 20:34:00,2020-03-09 23:31:00,430,0.7441860465116279
Deborah,Fisher,Kirtland Afb,NM,632,3.992749802330945,34.254999999999995,93.050035709092,1.03,1097.16,2019-01-01 11:11:00,2020-03-10 04:50:00,433,1.4595842956120093
Debra,Becker,Iselin,NJ,306,4.250157258826802,34.09,146.46882695944709,1.01,1082.34,2019-01-01 20:36:00,2020-03-10 14:22:00,433,0.7066974595842956
Debra,Eaton,Paradise Valley,AZ,608,4.126533344949035,43.68,76.59607697372239,1.06,725.11,2019-01-01 23:23:00,2020-03-10 04:17:00,433,1.4041570438799076
Debra,Stark,Kilgore,TX,927,4.518610722168939,58.14,121.79813896152432,1.01,1652.74,2019-01-01 02:02:00,2020-03-09 01:08:00,432,2.1458333333333335
Denise,Barnett,Kirby,OH,1250,4.282133479060777,43.255,133.3591730520091,1.02,2135.32,2019-01-01 09:18:00,2020-03-10 15:24:00,434,2.880184331797235
Dennis,Jones,Glendale,CA,9,6.1624419085523225,314.7,413.7787735647852,7.84,1063.77,2019-09-13 16:08:00,2019-09-14 22:27:00,1,9.0
Derek,Bentley,Weeping Water,NE,644,4.136481468264679,39.0,90.09637577337004,1.01,1048.8,2019-01-01 02:42:00,2020-03-09 16:33:00,433,1.48729792147806
Derek,Jones,Diamond,OH,309,4.277412424423487,31.77,153.60987040295308,1.04,1120.12,2019-01-01 22:22:00,2020-03-10 14:01:00,433,0.7136258660508084
Derrick,Flores,Oakland,TN,628,4.126267459137109,40.55,134.18846940293787,1.08,2430.43,2019-01-01 16:18:00,2020-03-10 09:42:00,433,1.4503464203233256
Derrick,George,Spring,TX,316,4.034338650600055,36.18,101.19427754397068,1.02,1121.57,2019-01-02 15:03:00,2020-03-04 20:43:00,427,0.7400468384074942
Destiny,Lowe,Hannawa Falls,NY,1522,4.040726715560473,33.97,113.20903449056885,1.05,2270.14,2019-01-01 20:34:00,2020-03-09 18:42:00,432,3.5231481481481484
Diana,Jacobs,Viola,AR,951,4.005701034765911,34.58,88.06907202400895,1.01,1164.85,2019-01-01 02:22:00,2020-03-10 11:03:00,434,2.1912442396313363
Diane,Jackson,Rule,TX,919,4.082499201532777,37.29,87.14381680428583,1.03,1489.64,2019-01-01 14:38:00,2020-03-10 08:00:00,433,2.1224018475750577
Diane,Smith,Winter,WI,647,4.214407440246834,40.05,249.43546639125404,1.02,6085.93,2019-01-01 07:05:00,2020-03-10 15:39:00,434,1.4907834101382489
Donald,Evans,Washoe Valley,NV,324,4.139431031178929,36.18,127.5656322530252,1.02,1481.29,2019-01-01 20:37:00,2020-03-10 13:26:00,433,0.7482678983833718
Donna,Davis,Clayton,OK,1232,4.354373747367819,34.925,489.0057285603701,1.02,15034.18,2019-01-01 22:18:00,2020-03-09 15:08:00,432,2.8518518518518516
Donna,Moreno,Ronceverte,WV,1599,4.414445769058224,50.79,108.44240603119225,1.04,1125.16,2019-01-01 14:39:00,2020-03-09 05:51:00,432,3.701388888888889
Dorothy,Thomas,Milford,OH,1522,4.024733421929085,23.299999999999997,148.1593133240999,1.01,2817.76,2019-01-01 15:39:00,2020-03-10 13:57:00,433,3.515011547344111
Dorothy,Zuniga,Moriches,NY,304,4.449012943922053,53.025000000000006,101.52634433595718,1.06,807.4,2019-01-02 12:14:00,2020-03-09 15:48:00,432,0.7037037037037037
Douglas,Smith,Knowlesville,NY,316,4.144808530746493,37.28,111.29100509309046,1.02,1067.64,2019-01-03 18:56:00,2020-03-10 15:35:00,431,0.7331786542923434
Douglas,Willis,Benton,WI,309,3.969704942759512,31.66,66.60685205250132,1.02,525.71,2019-01-01 12:55:00,2020-03-09 04:22:00,432,0.7152777777777778
Drew,Garcia,Lima,OH,940,4.090653716871139,36.825,154.51677702602873,1.02,3230.03,2019-01-01 11:15:00,2020-03-09 23:06:00,433,2.1709006928406467
Dustin,Roberts,Fayetteville,NC,1556,4.161333084153916,39.355000000000004,160.28112294754854,1.0,4262.78,2019-01-01 13:34:00,2020-03-10 02:06:00,433,3.5935334872979214
Dwayne,Martinez,Crownpoint,NM,632,4.2343486326842,38.370000000000005,155.63035004992807,1.01,2010.84,2019-01-01 18:00:00,2020-03-10 13:19:00,433,1.4595842956120093
Dylan,Bonilla,Leetsdale,PA,595,4.541406356296238,76.45,81.59397482216497,24.9,601.51,2019-01-01 01:18:00,2020-03-09 19:43:00,433,1.374133949191686
Dylan,Garcia,Afton,MN,635,4.209488481259732,42.88,106.7361056369989,1.13,1126.71,2019-01-01 09:46:00,2020-03-10 11:52:00,434,1.4631336405529953
Eddie,Mendez,Clarinda,IA,1216,4.108918086406471,35.55,142.32846444065999,1.0,2228.69,2019-01-01 00:06:00,2020-03-09 23:40:00,433,2.808314087759815
Edward,Hensley,Elk Rapids,MI,302,4.600481063521818,75.91,97.08126819873716,26.43,603.74,2019-01-01 11:06:00,2020-03-09 23:09:00,433,0.6974595842956121
Edward,Sanchez,Malad City,ID,294,4.143499631191057,46.96,87.11447811249424,1.06,1219.65,2019-01-04 05:32:00,2020-03-09 15:17:00,430,0.6837209302325581
Edward,Tapia,Comfrey,MN,1247,4.195687153147392,36.24,131.36230631942186,1.03,2853.48,2019-01-01 06:26:00,2020-03-10 10:50:00,434,2.8732718894009217
Elizabeth,Glover,West Monroe,LA,611,4.511563382764379,56.37,126.7785457967887,1.01,1529.9,2019-01-01 16:09:00,2020-03-10 14:27:00,433,1.4110854503464203
Elizabeth,Maxwell,Burlington,WA,1207,4.535444414915237,55.31,146.6367145512061,1.01,2962.87,2019-01-01 08:18:00,2020-03-09 22:27:00,433,2.787528868360277
Elizabeth,Mckee,Jay,FL,303,4.4837700968717655,59.77,89.80364612524698,1.01,529.42,2019-01-01 00:40:00,2020-03-09 17:16:00,433,0.6997690531177829
Elizabeth,Payne,Grassflat,PA,1303,4.068922452992104,39.33,78.59006087217027,1.0,1498.43,2019-01-01 03:54:00,2020-03-10 08:17:00,434,3.0023041474654377
Ellen,Carrillo,Odessa,MO,312,4.579501231546477,63.375,119.75085168712673,1.02,1161.72,2019-01-01 20:35:00,2020-03-09 10:15:00,432,0.7222222222222222
Ellen,Smith,Beaver Falls,PA,974,3.9543102093721765,24.36,157.37832307437918,1.01,3154.71,2019-01-01 19:09:00,2020-03-10 14:08:00,433,2.2494226327944573
Emily,Hall,Basye,VA,1282,4.055310165564177,32.739999999999995,103.9958016619932,1.04,1207.08,2019-01-01 07:38:00,2020-03-10 11:58:00,434,2.953917050691244
Eric,Dunn,Marshall,WI,5,6.266334898832427,700.91,482.271027929317,8.93,966.08,2020-01-22 23:42:00,2020-01-23 22:15:00,1,5.0
Eric,Patel,Ironton,OH,333,4.300817800642523,15.43,193.87684246984256,1.01,1864.86,2019-01-05 22:08:00,2020-03-10 14:22:00,429,0.7762237762237763
Eric,Preston,Mesa,ID,1266,4.153077484804535,39.82,95.37807163980683,1.03,1093.55,2019-01-01 06:25:00,2020-03-10 16:05:00,434,2.9170506912442398
Erica,Briggs,Oolitic,IN,1533,3.9279817426620656,29.89,93.98101103078635,1.02,2326.26,2019-01-01 04:25:00,2020-03-10 06:02:00,434,3.532258064516129
Erica,Walker,Stayton,OR,642,4.148088563530017,55.265,70.27516791270097,1.02,768.2,2019-01-01 18:05:00,2020-03-09 07:56:00,432,1.4861111111111112
Erik,Patterson,Hatch,UT,923,4.089506224097559,38.67,88.00843168879157,1.02,1143.39,2019-01-01 09:42:00,2020-03-10 12:25:00,434,2.1267281105990783
Erik,Stevens,Lakeland,FL,658,4.299324142908639,48.47,129.5949912804981,1.01,1449.91,2019-01-01 12:18:00,2020-03-09 16:37:00,433,1.5196304849884525
Erika,Anderson,Rochester,KY,284,3.984316152708524,32.925,81.14256168768543,1.0,1008.29,2019-01-01 20:05:00,2020-03-09 14:14:00,432,0.6574074074074074
Erika,Gonzalez,Irvine,KY,309,4.254289334600768,53.85,114.15213842226446,1.17,1579.44,2019-01-04 15:44:00,2020-03-10 00:53:00,430,0.7186046511627907
Erika,Mason,Goreville,IL,628,4.203262992580631,49.485,104.26782424378086,1.01,1296.59,2019-01-01 07:17:00,2020-03-10 09:41:00,434,1.4470046082949308
Erin,Chavez,Littleton,CO,1866,4.47607145954311,53.11,114.57451927430343,1.01,1406.28,2019-01-01 01:00:00,2020-03-10 15:10:00,434,4.299539170506913
Felicia,Combs,White Sulphur Springs,WV,333,4.569440309704674,60.0,134.93326937426514,1.06,1074.08,2019-01-01 12:39:00,2020-03-09 13:19:00,433,0.76905311778291
Felicia,Mckee,Tomales,CA,1223,4.090436417511142,38.4,82.89902580686544,1.02,873.24,2019-01-01 02:37:00,2020-03-10 12:50:00,434,2.8179723502304146
Felicia,Thomas,Achille,OK,333,4.037332401597599,38.17,122.05832104086241,1.03,1958.91,2019-01-03 20:18:00,2020-03-09 09:21:00,430,0.7744186046511627
Francisco,Hernandez,Gainesville,TX,318,4.092708003664598,43.32,72.70982512435926,1.01,737.99,2019-01-01 06:09:00,2020-03-10 10:51:00,434,0.7327188940092166
Francisco,Kemp,Arnold,MO,1217,3.998406028375311,36.09,88.66676569674807,1.0,1164.19,2019-01-02 19:20:00,2020-03-10 13:16:00,432,2.8171296296296298
Frank,Anderson,Naples,FL,1262,4.090110837153957,38.0,114.79514898435566,1.01,1744.54,2019-01-01 00:52:00,2020-03-10 11:06:00,434,2.9078341013824884
Frank,Foster,Shrewsbury,MA,625,4.053832519661774,38.67,113.47475482633088,1.01,1892.71,2019-01-01 00:58:00,2020-03-10 06:09:00,434,1.4400921658986174
